Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee,Country_from,Country_to,Year
Lacina Traoré,Centre-Forward,20,CFR Cluj,Liga 1,Kuban Krasnodar,Premier Liga,2010-2011,4000000.0,6000000,Romania,Russia,2010
Óscar Cardozo,Centre-Forward,31,Benfica,Liga NOS,Trabzonspor,Süper Lig,2014-2015,9000000.0,5000000,Portugal,Turkey,2014
Mehmet Yilmaz,Centre-Forward,24,Samsunspor,Süper Lig,Trabzonspor,Süper Lig,2003-2004,,1000000,Turkey,Turkey,2003
Adrian Mierzejewski,Attacking Midfield,24,Pol. Warsaw,Ekstraklasa,Trabzonspor,Süper Lig,2011-2012,3000000.0,5250000,Poland,Turkey,2011
Alanzinho,Attacking Midfield,25,Stabaek IF,Eliteserien,Trabzonspor,Süper Lig,2008-2009,3500000.0,4000000,Poland,Turkey,2008
Marcelinho Paraíba,Attacking Midfield,31,Hertha BSC,1.Bundesliga,Trabzonspor,Süper Lig,2006-2007,10000000.0,2500000,Germany,Turkey,2006
Majeed Waris,Centre-Forward,22,Spartak Moscow,Premier Liga,Trabzonspor,Süper Lig,2014-2015,2500000.0,6900000,Russia,Turkey,2014
Hüseyin Cimsir,Defensive Midfield,23,Antalyaspor,1.Lig,Trabzonspor,Süper Lig,2002-2003,,1700000,Turkey,Turkey,2002
Volkan Sen,Right Winger,24,Bursaspor,Süper Lig,Trabzonspor,Süper Lig,2011-2012,4700000.0,3600000,Turkey,Turkey,2011
Didier Zokora,Defensive Midfield,30,Sevilla FC,LaLiga,Trabzonspor,Süper Lig,2011-2012,10000000.0,5000000,Spain,Turkey,2011
Tomas Jun,Second Striker,22,Sparta Praha,HET Liga,Trabzonspor,Süper Lig,2005-2006,4000000.0,3250000,Czech Republic,Turkey,2005
Karel D'Haene,Centre-Back,22,Royal Antwerp,Jupiler Pro League,Trabzonspor,Süper Lig,2003-2004,,2500000,Belgium,Turkey,2003
Tolga Seyhan,Centre-Back,26,Malatyaspor,Süper Lig,Trabzonspor,Süper Lig,2003-2004,,1500000,Turkey,Turkey,2003
Paulo Henrique,Centre-Forward,22,Desp. Brasil, Brazil,Trabzonspor,Süper Lig,2011-2012,3000000.0,3750000,Brazil,Turkey,2011
Gökhan Ünal,Centre-Forward,25,Kayserispor,Süper Lig,Trabzonspor,Süper Lig,2008-2009,4200000.0,6200000,Turkey,Turkey,2008
Jajá,Centre-Forward,24,Metalist,Premier Liga,Trabzonspor,Süper Lig,2010-2011,6000000.0,4200000,Ukraine,Turkey,2010
Lima,Centre-Forward,32,Benfica,Liga NOS,Al-Ahli (UAE),UAE Gulf League,2015-2016,8000000.0,7000000,Portugal,United Arab Emirates,2015
Moussa Sow,Centre-Forward,29,Fenerbahce,Süper Lig,Al-Ahli (UAE),UAE Gulf League,2015-2016,13000000.0,16000000,Turkey,United Arab Emirates,2015
Oussama Assaidi,Left Winger,26,Liverpool,Premier League,Al-Ahli (UAE),UAE Gulf League,2014-2015,5000000.0,6000000,England,United Arab Emirates,2014
Éverton Ribeiro,Attacking Midfield,25,Cruzeiro,Série A,Al-Ahli (UAE),UAE Gulf League,2014-2015,17000000.0,15000000,Brazil,United Arab Emirates,2014
Carlos Muñoz,Centre-Forward,25,Baniyas SC,UAE Gulf League,Al-Ahli (UAE),UAE Gulf League,2014-2015,900000.0,9800000,United Arab Emirates,United Arab Emirates,2014
Khamis Esmaeel,Central Midfield,26,Al-Jazira,UAE Gulf League,Al-Ahli (UAE),UAE Gulf League,2015-2016,100000.0,8700000,United Arab Emirates,United Arab Emirates,2015
João Carvalho,Attacking Midfield,21,Benfica,Liga NOS,Nottm Forest,Championship,2018-2019,2500000.0,15000000,Portugal,England,2018
Britt Assombalonga,Centre-Forward,21,Peterborough,League One,Nottm Forest,Championship,2014-2015,1000000.0,6900000,England,England,2014
Lewis Grabban,Centre-Forward,30,Bournemouth,Premier League,Nottm Forest,Championship,2018-2019,3000000.0,6800000,England,England,2018
André Horta,Central Midfield,21,Benfica,Liga NOS,Los Angeles FC,MLS,2018-2019,6000000.0,5700000,Portugal,United States,2018
Ricardo Oliveira,Centre-Forward,29,Real Betis,LaLiga2,Al-Jazira, United Arab Emirates,2009-2010,10000000.0,15000000,Spain,United Arab Emirates,2009
Rafael Sóbis,Centre-Forward,23,Real Betis,LaLiga,Al-Jazira, United Arab Emirates,2008-2009,8000000.0,10500000,Spain,United Arab Emirates,2008
Dário,Centre-Forward,26,Coimbra,Liga NOS,Al-Jazira, United Arab Emirates,2003-2004,,1200000,Portugal,United Arab Emirates,2003
John Collins,Left Midfield,32,Everton,Premier League,Fulham, England,2000-2001,,2750000,England,England,2000
Alain Goma,Centre-Back,28,Newcastle,Premier League,Fulham, England,2000-2001,,6000000,England,England,2000
Louis Saha,Centre-Forward,21,FC Metz,Ligue 1,Fulham, England,2000-2001,,3150000,France,England,2000
Andrejs Stolcers,Attacking Midfield,26,Shakhtar D.,Premier Liga,Fulham, England,2000-2001,,3000000,Ukraine,England,2000
Tobias Linderoth,Defensive Midfield,25,Everton,Premier League,FC Copenhagen,Superligaen,2004-2005,,1600000,England,Denmark,2004
Aílton,Centre-Forward,22,Örgryte,Superettan,FC Copenhagen,Superligaen,2006-2007,1000000.0,3000000,Sweden,Denmark,2006
James Beattie,Centre-Forward,29,Everton,Premier League,Sheffield Utd.,Championship,2007-2008,5700000.0,6000000,England,England,2007
Ched Evans,Centre-Forward,20,Man City,Premier League,Sheffield Utd.,Championship,2009-2010,1200000.0,3500000,England,England,2009
Ade Akinbiyi,Centre-Forward,31,Burnley,Championship,Sheffield Utd.,Championship,2005-2006,2750000.0,2630000,England,England,2005
Diniyar Bilyaletdinov,Attacking Midfield,26,Everton,Premier League,Spartak Moscow, Russia,2011-2012,6500000.0,6700000,England,Russia,2011
Steven Naismith,Right Winger,29,Everton,Premier League,Norwich,Premier League,2015-2016,5000000.0,11000000,England,England,2015
Ricky van Wolfswinkel,Centre-Forward,24,Sporting CP,Liga NOS,Norwich,Premier League,2013-2014,10500000.0,10000000,Portugal,England,2013
Leroy Fer,Central Midfield,23,FC Twente,Eredivisie,Norwich,Premier League,2013-2014,7500000.0,5500000,Nederlands,England,2013
Timm Klose,Centre-Back,27,VfL Wolfsburg,1.Bundesliga,Norwich,Premier League,2015-2016,3000000.0,11000000,Germany,England,2015
Gary Hooper,Centre-Forward,25,Celtic,Premiership,Norwich,Premier League,2013-2014,5000000.0,6300000,Scotland,England,2013
Dean Ashton,Centre-Forward,21,Crewe Alexandra,Championship,Norwich,Premier League,2004-2005,750000.0,6000000,England,England,2004
Robbie Brady,Left Midfield,23,Hull City,Championship,Norwich,Premier League,2015-2016,2000000.0,9900000,England,England,2015
Ryan Bennett,Centre-Back,21,Peterborough,Championship,Norwich,Premier League,2011-2012,250000.0,3850000,England,England,2011
Vratislav Lokvenc,Centre-Forward,26,Sparta Praha, Czech Republic,1.FC K'lautern,1.Bundesliga,2000-2001,,3150000,Czech Republic,Germany,2000
Hervé Nzelo-Lembi,Centre-Back,26,Club Brugge,Jupiler Pro League,1.FC K'lautern,1.Bundesliga,2002-2003,,2500000,Belgium,Germany,2002
Thomas Hengen,Sweeper,26,VfL Wolfsburg,1.Bundesliga,1.FC K'lautern,1.Bundesliga,2001-2002,,2250000,Germany,Germany,2001
Lincoln,Attacking Midfield,22,Atlético-MG, Brazil,1.FC K'lautern,1.Bundesliga,2001-2002,,4000000,Brazil,Germany,2001
Bill Tchato,Left-Back,27,Montpellier,Ligue 1,1.FC K'lautern,1.Bundesliga,2002-2003,,1400000,France,Germany,2002
Christian Timm,Right Winger,23,1. FC Köln,2.Bundesliga,1.FC K'lautern,1.Bundesliga,2002-2003,,1000000,Germany,Germany,2002
Mateja Kezman,Centre-Forward,21,Partizan, Serbia,PSV Eindhoven,Eredivisie,2000-2001,,14000000,Serbia,Nederlands,2000
Georginio Wijnaldum,Central Midfield,20,Feyenoord,Eredivisie,PSV Eindhoven,Eredivisie,2011-2012,6500000.0,5000000,Nederlands,Nederlands,2011
Jan Kromkamp,Right-Back,25,Liverpool,Premier League,PSV Eindhoven,Eredivisie,2006-2007,5000000.0,3000000,England,Nederlands,2006
Remco van der Schaaf,Centre-Back,23,Vitesse,Eredivisie,PSV Eindhoven,Eredivisie,2002-2003,,3000000,Nederlands,Nederlands,2002
Danko Lazovic,Second Striker,24,Vitesse,Eredivisie,PSV Eindhoven,Eredivisie,2007-2008,3500000.0,6000000,Nederlands,Nederlands,2007
Arouna Koné,Centre-Forward,22,Roda JC,Eredivisie,PSV Eindhoven,Eredivisie,2006-2007,6000000.0,9000000,Nederlands,Nederlands,2006
Danny Koevermans,Centre-Forward,28,AZ Alkmaar,Eredivisie,PSV Eindhoven,Eredivisie,2007-2008,5500000.0,6900000,Nederlands,Nederlands,2007
Jeremain Lens,Right Winger,22,AZ Alkmaar,Eredivisie,PSV Eindhoven,Eredivisie,2010-2011,4500000.0,3500000,Nederlands,Nederlands,2010
Adam Maher,Attacking Midfield,19,AZ Alkmaar,Eredivisie,PSV Eindhoven,Eredivisie,2013-2014,9000000.0,8000000,Nederlands,Nederlands,2013
Orlando Engelaar,Defensive Midfield,29,FC Schalke 04,1.Bundesliga,PSV Eindhoven,Eredivisie,2009-2010,3500000.0,4000000,Germany,Nederlands,2009
John de Jong,Attacking Midfield,24,FC Utrecht,Eredivisie,PSV Eindhoven,Eredivisie,2001-2002,,3800000,Nederlands,Nederlands,2001
Dries Mertens,Centre-Forward,24,FC Utrecht,Eredivisie,PSV Eindhoven,Eredivisie,2011-2012,6000000.0,8500000,Nederlands,Nederlands,2011
Kevin Strootman,Central Midfield,21,FC Utrecht,Eredivisie,PSV Eindhoven,Eredivisie,2011-2012,4000000.0,4500000,Nederlands,Nederlands,2011
Michael Lamey,Right-Back,22,RKC Waalwijk,Eredivisie,PSV Eindhoven,Eredivisie,2002-2003,,4300000,Nederlands,Nederlands,2002
Timmy Simons,Defensive Midfield,28,Club Brugge,Jupiler Pro League,PSV Eindhoven,Eredivisie,2005-2006,5000000.0,5000000,Belgium,Nederlands,2005
Jan Vennegoor of Hesselink,Centre-Forward,22,FC Twente,Eredivisie,PSV Eindhoven,Eredivisie,2001-2002,,8400000,Nederlands,Nederlands,2001
Leandro Bonfim,Attacking Midfield,18,EC Vitória, Brazil,PSV Eindhoven,Eredivisie,2002-2003,,5500000,Brazil,Nederlands,2002
Ji-seong Park,Attacking Midfield,21,Kyoto Sanga,J1 - 2nd Stage,PSV Eindhoven,Eredivisie,2002-2003,,5000000,Japan,Nederlands,2002
Arjen Robben,Right Winger,18,FC Groningen,Eredivisie,PSV Eindhoven,Eredivisie,2002-2003,,4300000,Nederlands,Nederlands,2002
Jordi Hoogstrate,Central Midfield,20,FC Groningen,Eredivisie,PSV Eindhoven,Eredivisie,2003-2004,,3200000,Nederlands,Nederlands,2003
Stef Nijland,Centre-Forward,19,FC Groningen,Eredivisie,PSV Eindhoven,Eredivisie,2008-2009,1250000.0,4000000,Nederlands,Nederlands,2008
Tim Matavz,Centre-Forward,22,FC Groningen,Eredivisie,PSV Eindhoven,Eredivisie,2011-2012,5500000.0,7000000,Nederlands,Nederlands,2011
Luciano Narsingh,Right Winger,21,Heerenveen,Eredivisie,PSV Eindhoven,Eredivisie,2012-2013,7000000.0,4100000,Nederlands,Nederlands,2012
Denzel Dumfries,Right-Back,22,Heerenveen,Eredivisie,PSV Eindhoven,Eredivisie,2018-2019,4000000.0,5500000,Nederlands,Nederlands,2018
Angeliño,Left-Back,21,Man City,Premier League,PSV Eindhoven,Eredivisie,2018-2019,3000000.0,5500000,England,Nederlands,2018
Robert,Centre-Forward,23,Atlas, Mexico,PSV Eindhoven,Eredivisie,2004-2005,50000.0,4000000,Mexico,Nederlands,2004
Jefferson Farfán,Right Winger,19,Alianza Lima, Peru,PSV Eindhoven,Eredivisie,2004-2005,,3500000,Peru,Nederlands,2004
DaMarcus Beasley,Left-Back,22,Chicago Fire,MLS,PSV Eindhoven,Eredivisie,2004-2005,,2000000,United States,Nederlands,2004
Marcelo,Centre-Back,23,Wisla Kraków,Ekstraklasa,PSV Eindhoven,Eredivisie,2010-2011,3200000.0,3800000,Poland,Nederlands,2010
Ola Toivonen,Centre-Forward,22,Malmö FF,Allsvenskan,PSV Eindhoven,Eredivisie,2008-2009,1250000.0,4000000,Sweden,Nederlands,2008
Luuk de Jong,Centre-Forward,23,Bor. M'gladbach,1.Bundesliga,PSV Eindhoven,Eredivisie,2014-2015,5000000.0,5500000,Germany,Nederlands,2014
Hirving Lozano,Left Winger,21,CF Pachuca,Liga MX Clausura,PSV Eindhoven,Eredivisie,2017-2018,6500000.0,8000000,Mexico,Nederlands,2017
Gastón Pereiro,Attacking Midfield,20,Nacional,Primera División,PSV Eindhoven,Eredivisie,2015-2016,7000000.0,7000000,Uruguay,Nederlands,2015
Alan Mahon,Left Midfield,22,Sporting CP,Liga NOS,Blackburn, England,2000-2001,,2300000,Portugal,England,2000
Craig Hignett,Right Winger,30,Barnsley FC, England,Blackburn, England,2000-2001,,4000000,England,England,2000
Marcus Bent,Centre-Forward,22,Sheffield Utd., England,Blackburn, England,2000-2001,,3150000,England,England,2000
Henning Berg,Right-Back,30,Man Utd,Premier League,Blackburn, England,2000-2001,,2630000,England,England,2000
John Curtis,Right-Back,21,Man Utd,Premier League,Blackburn, England,2000-2001,,2250000,England,England,2000
Gary Cahill,Centre-Back,22,Aston Villa,Premier League,Bolton,Premier League,2007-2008,1500000.0,6000000,England,England,2007
Zat Knight,Centre-Back,29,Aston Villa,Premier League,Bolton,Premier League,2009-2010,5000000.0,4700000,England,England,2009
Abdoulaye Fayé,Centre-Back,28,Lens,Ligue 1,Bolton,Premier League,2006-2007,2400000.0,3000000,France,England,2006
Nicolas Anelka,Centre-Forward,27,Fenerbahce,Süper Lig,Bolton,Premier League,2006-2007,12000000.0,12000000,Turkey,England,2006
El-Hadji Diouf,Centre-Forward,24,Liverpool,Premier League,Bolton,Premier League,2005-2006,6500000.0,4800000,England,England,2005
David N'Gog,Centre-Forward,22,Liverpool,Premier League,Bolton,Premier League,2011-2012,5000000.0,4500000,England,England,2011
Grétar Steinsson,Right-Back,25,AZ Alkmaar,Eredivisie,Bolton,Premier League,2007-2008,2500000.0,5250000,Nederlands,England,2007
Matthew Taylor,Left Midfield,26,Portsmouth,Premier League,Bolton,Premier League,2007-2008,4000000.0,4700000,England,England,2007
Marvin Sordell,Centre-Forward,20,Watford,Championship,Bolton,Premier League,2011-2012,1000000.0,3600000,England,England,2011
Fabrice Muamba,Central Midfield,20,Birmingham,Championship,Bolton,Premier League,2008-2009,4500000.0,6400000,England,England,2008
Johan Elmander,Centre-Forward,27,Toulouse,Ligue 1,Bolton,Premier League,2008-2009,10000000.0,12600000,France,England,2008
Anwar El Ghazi,Left Winger,21,AFC Ajax,Eredivisie,LOSC Lille,Ligue 1,2016-2017,6500000.0,7000000,Nederlands,France,2016
Philippe Brunel,Left Midfield,29,Marseille,Ligue 1,LOSC Lille,Ligue 1,2002-2003,,1000000,France,France,2002
Vladimir Manchev,Centre-Forward,24,CSKA Sofia, Bulgaria,LOSC Lille,Ligue 1,2002-2003,,2500000,Bulgaria,France,2002
Jonathan Ikoné,Attacking Midfield,20,Paris SG,Ligue 1,LOSC Lille,Ligue 1,2018-2019,700000.0,5000000,France,France,2018
Marvin Martin,Attacking Midfield,24,FC Sochaux,Ligue 1,LOSC Lille,Ligue 1,2012-2013,9500000.0,10000000,France,France,2012
Adékambi Olufadé,Right Winger,21,KSC Lokeren,Jupiler Pro League,LOSC Lille,Ligue 1,2001-2002,,1800000,Belgium,France,2001
Thiago Maia,Central Midfield,20,Santos FC,Série A,LOSC Lille,Ligue 1,2017-2018,3000000.0,14000000,Brazil,France,2017
Rio Mavuba,Defensive Midfield,24,Villarreal CF,LaLiga,LOSC Lille,Ligue 1,2008-2009,6000000.0,7000000,Spain,France,2008
Luiz Araújo,Right Winger,21,São Paulo,Série A,LOSC Lille,Ligue 1,2017-2018,500000.0,10500000,Brazil,France,2017
Thiago Mendes,Defensive Midfield,25,São Paulo,Série A,LOSC Lille,Ligue 1,2017-2018,3500000.0,9000000,Brazil,France,2017
Michel Bastos,Left Midfield,22,Atlético-PR,Série A,LOSC Lille,Ligue 1,2006-2007,1000000.0,3000000,Brazil,France,2006
Túlio de Melo,Centre-Forward,23,US Palermo,Serie A,LOSC Lille,Ligue 1,2008-2009,7000000.0,4000000,Italy,France,2008
Gervinho,Left Winger,22,Le Mans,Ligue 1,LOSC Lille,Ligue 1,2009-2010,6000000.0,6500000,France,France,2009
Abdul Kader Keita,Right Winger,23,Al Sadd, Qatar,LOSC Lille,Ligue 1,2005-2006,,3000000,Qatar,France,2005
Dimitri Payet,Attacking Midfield,24,Saint-Étienne,Ligue 1,LOSC Lille,Ligue 1,2011-2012,9000000.0,9000000,France,France,2011
Kévin Malcuit,Right-Back,25,Saint-Étienne,Ligue 1,LOSC Lille,Ligue 1,2017-2018,3000000.0,9000000,France,France,2017
Róbert Vittek,Centre-Forward,26,1.FC Nuremberg,2.Bundesliga,LOSC Lille,Ligue 1,2008-2009,3500000.0,4000000,Germany,France,2008
Nolan Roux,Centre-Forward,23,Stade Brest 29,Ligue 1,LOSC Lille,Ligue 1,2011-2012,4750000.0,8000000,France,France,2011
Nicolas Pépé,Right Winger,22,SCO Angers,Ligue 1,LOSC Lille,Ligue 1,2017-2018,3000000.0,10000000,France,France,2017
Daniel Rossi,Defensive Midfield,20,São Paulo, Brazil,Kawasaki Front.,J2 League,2001-2002,,2500000,Brazil,Japan,2001
Vedran Runje,Goalkeeper,28,Marseille,Ligue 1,Standard Liège,Jupiler Pro League,2004-2005,,3000000,France,Belgium,2004
Mémé Tchité,Centre-Forward,26,Racing,LaLiga,Standard Liège,Jupiler Pro League,2010-2011,4000000.0,4000000,Spain,Belgium,2010
Emile Mpenza,Centre-Forward,25,FC Schalke 04,1.Bundesliga,Standard Liège,Jupiler Pro League,2003-2004,,2000000,Germany,Belgium,2003
Ole Martin Arst,Centre-Forward,25,KAA Gent,Jupiler Pro League,Standard Liège,Jupiler Pro League,2000-2001,,2500000,Belgium,Belgium,2000
Ivica Dragutinovic,Centre-Back,24,KAA Gent,Jupiler Pro League,Standard Liège,Jupiler Pro League,2000-2001,,2200000,Belgium,Belgium,2000
Johan Walem,Left Midfield,29,Udinese Calcio,Serie A,Standard Liège,Jupiler Pro League,2001-2002,,2000000,Italy,Belgium,2001
Jurgen Cavens,Centre-Forward,22,Lierse SK,Jupiler Pro League,Standard Liège,Jupiler Pro League,2001-2002,,2500000,Belgium,Belgium,2001
Victor Ramos,Centre-Back,20,EC Vitória,Série A,Standard Liège,Jupiler Pro League,2009-2010,900000.0,4000000,Brazil,Belgium,2009
Jelle Van Damme,Left-Back,27,Wolves,Premier League,Standard Liège,Jupiler Pro League,2010-2011,4500000.0,3500000,England,Belgium,2010
Bakari Koné,Right Winger,28,Marseille,Ligue 1,Al Duhail, Qatar,2010-2011,4000000.0,3500000,France,Qatar,2010
Lucas Mendes,Centre-Back,24,Marseille,Ligue 1,El-Jaish,Stars League,2014-2015,4000000.0,5000000,France,Qatar,2014
Romarinho,Centre-Forward,23,Corinthians,Série A,El-Jaish,Stars League,2014-2015,2000000.0,7500000,Brazil,Qatar,2014
Christian Benítez,Centre-Forward,27,América,Liga MX Clausura,El-Jaish,Stars League,2013-2014,8000000.0,11700000,Mexico,Qatar,2013
Nilmar,Centre-Forward,29,Al Rayyan,Stars League,El-Jaish,Stars League,2013-2014,5000000.0,8000000,Qatar,Qatar,2013
Sigurd Rushfeldt,Centre-Forward,29,Racing,LaLiga,Austria Vienna,Bundesliga,2002-2003,,1800000,Spain,Germany,2002
Vladimir Janocko,Attacking Midfield,24,AO Xanthi,Super League,Austria Vienna,Bundesliga,2001-2002,,2500000,Greece,Germany,2001
Sebastian Mila,Attacking Midfield,22,Grodzisk,Ekstraklasa,Austria Vienna,Bundesliga,2004-2005,1500000.0,2000000,Poland,Germany,2004
Craig Bellamy,Left Winger,21,Norwich, England,Coventry City,Premier League,2000-2001,,9250000,England,England,2000
David Thompson,Right Midfield,22,Liverpool,Premier League,Coventry City,Premier League,2000-2001,,4500000,England,England,2000
Lee Carsley,Defensive Midfield,26,Blackburn, England,Coventry City,Premier League,2000-2001,,3750000,England,England,2000
Elvir Bolic,Centre-Forward,28,Fenerbahce,Süper Lig,Rayo Vallecano,LaLiga,2000-2001,,2000000,Turkey,Spain,2000
Ariel Ortega,Attacking Midfield,28,Fenerbahce,Süper Lig,Newell's, Argentina,2002-2003,,5000000,Turkey,Argentina,2002
Mamadou Niang,Centre-Forward,31,Fenerbahce,Süper Lig,Al Sadd,Stars League,2011-2012,11500000.0,7500000,Turkey,Qatar,2011
Muriqui,Left Winger,28,GZ Evergrande,Super League,Al Sadd,Stars League,2014-2015,3500000.0,5900000,China,Qatar,2014
Issiar Dia,Right Winger,25,Fenerbahce,Süper Lig,Al Duhail,Stars League,2012-2013,5000000.0,4000000,Turkey,Qatar,2012
Vladimír Weiss,Left Winger,24,Olympiacos,Super League,Al Duhail,Stars League,2013-2014,4200000.0,5300000,Greece,Qatar,2013
Chico,Centre-Back,27,Swansea,Premier League,Al Duhail,Stars League,2014-2015,6500000.0,5000000,England,Qatar,2014
Youssef Msakni,Left Winger,22,Esperance,Ligue I Pro,Al Duhail,Stars League,2012-2013,2750000.0,4250000,Tunisia,Qatar,2012
Stjepan Tomas,Centre-Back,24,Dinamo Zagreb, Croatia,Vicenza,Serie A,2000-2001,,3000000,Croatia,Italy,2000
Niko Kranjcar,Attacking Midfield,20,Dinamo Zagreb, Croatia,Hajduk Split, Croatia,2004-2005,5000000.0,1500000,Croatia,Croatia,2004
Robin Nelisse,Centre-Forward,22,Feyenoord,Eredivisie,AZ Alkmaar,Eredivisie,2000-2001,,1800000,Nederlands,Nederlands,2000
Mousa Dembélé,Central Midfield,18,Willem II,Eredivisie,AZ Alkmaar,Eredivisie,2006-2007,1750000.0,5000000,Nederlands,Nederlands,2006
Ryan Donk,Defensive Midfield,20,RKC Waalwijk,Eredivisie,AZ Alkmaar,Eredivisie,2006-2007,,3000000,Nederlands,Nederlands,2006
Gijs Luirink,Centre-Back,22,FC Groningen,Eredivisie,AZ Alkmaar,Eredivisie,2006-2007,750000.0,3500000,Nederlands,Nederlands,2006
Martijn Meerdink,Right Winger,25,De Graafschap,Eredivisie,AZ Alkmaar,Eredivisie,2002-2003,,950000,Nederlands,Nederlands,2002
Graziano Pellè,Centre-Forward,21,Lecce,Serie B,AZ Alkmaar,Eredivisie,2007-2008,1000000.0,6000000,Italy,Nederlands,2007
Ari,Centre-Forward,21,Kalmar FF,Allsvenskan,AZ Alkmaar,Eredivisie,2007-2008,1750000.0,5000000,Sweden,Nederlands,2007
Héctor Moreno,Centre-Back,19,UNAM Pumas,Liga MX Clausura,AZ Alkmaar,Eredivisie,2007-2008,2000000.0,4000000,Mexico,Nederlands,2007
Mauricio Aros,Left-Back,26,Feyenoord,Eredivisie,M. Tel Aviv, Israel,2002-2003,,1000000,Nederlands,Israel,2002
Bonaventure Kalou,Right Winger,25,Feyenoord,Eredivisie,AJ Auxerre,Ligue 1,2003-2004,,4000000,Nederlands,France,2003
Kanga Akalé,Left Winger,21,FC Zürich,Super League,AJ Auxerre,Ligue 1,2002-2003,,1000000,Switzerland,France,2002
Benoît Pedretti,Defensive Midfield,25,Olympique Lyon,Ligue 1,AJ Auxerre,Ligue 1,2006-2007,6000000.0,5000000,France,France,2006
Yann Lachuer,Attacking Midfield,28,SC Bastia,Ligue 1,AJ Auxerre,Ligue 1,2001-2002,,2000000,France,France,2001
Thomas Kahlenberg,Central Midfield,22,Bröndby IF,Superligaen,AJ Auxerre,Ligue 1,2005-2006,1500000.0,5000000,Denmark,France,2005
Frédéric Thomas,Central Midfield,25,Le Mans,Ligue 1,AJ Auxerre,Ligue 1,2006-2007,4000000.0,4000000,France,France,2006
Daniel Niculae,Centre-Forward,23,Rapid Bucharest,Liga 1,AJ Auxerre,Ligue 1,2006-2007,3300000.0,3300000,Romania,France,2006
Thomas Buffel,Right Winger,23,Feyenoord,Eredivisie,Rangers,Premiership,2004-2005,5500000.0,3500000,Nederlands,Scotland,2004
Dragan Mladenovic,Defensive Midfield,28,Red Star, Serbia,Rangers,Premiership,2004-2005,,1600000,Serbia,Scotland,2004
